EntryID,NameID,Timestamp,WhatGenreOfMusicMostAccuratelyDescribesThisArtistProject,ReleaseDate,StreamsLast28Days,ListenersLast28Days,SavesLast28Days,PlaylistAddsLast28Days,StreamsLast7Days,ListenersLast7Days,SavesLast7Days,PlaylistAddsLast7Days,StreamsAllTime,RadioStreamsLast28Days,DiscoverWeeklyStreamsLast28Days,ReleaseRadarStreamsLast28Days,RadioStreamsLast7Days,DiscoverWeeklyStreamsLast7Days,ReleaseRadarStreamsLast7Days,CurrentSpotifyFollowers,PopularityIndex,WhatIsTheDominantWayThisArtistHasPromotedThisSong,ReleaseConsistency,HowManySongsDoYouHaveInRadioRightNow,HowManySongsHasThisArtistEverReleased,AreYouIndependentOrSignedToALabel,IsThisSongOptedIntoSpotifyDiscoveryMode,ReleaseConsistencyNum,DaysSinceRelease,WeeksSinceRelease,NewRelease,PI_Category,PI_Category_2,ListenersStreamRatio28Days,ListenersStreamRatio7Days,AlgoStreams28Days,AlgoStreams7Days,NonAlgoStreams28Days,NonAlgoStreams7Days,ListenersStreamRatio28Days_adj,ListenersStreamRatio7Days_adj,SavesLast28Days_adj,PlaylistAddsLast28Days_adj,ReleasePhaseEarly
EID041,NID041,2025-03-21T22:07:15.388Z,Jazz / Blues,2025-02-26T00:00:00Z,13341,7828,2819.0,1265.0,6641.0,4293,1088.0,526.0,13341.0,1572.0,1079.0,1918.0,744.0,1079.0,856.0,280,30,Facebook / Meta Ads,3-4 weeks,8.0,8,Independent,,3.5,23,4,yes,30-32,26-30,1.70426673479816,1.5469368739809,4569.0,2679.0,8772.0,3962.0,2.03366979348718,1.77490609600606,2688.01,1146.57,True
EID042,NID042,2025-03-21T22:13:07.080Z,Ambient / Relaxing / Meditation / World / New Age,2025-02-21T00:00:00Z,14027,10884,20.0,53.0,2424.0,2093,3.0,9.0,14025.0,8936.0,0.0,0.0,1483.0,0.0,0.0,4,30,SubmitHub / Groover / Playlist Push,1-2 weeks,2.0,3,Independent,,1.5,28,5,yes,30-32,26-30,1.28877251010658,1.15814620162446,8936.0,1483.0,5091.0,941.0,1.26952735364076,1.0,-236.19,-178.63,True
EID043,NID043,2025-03-21T22:15:46.647Z,Ambient / Relaxing / Meditation / World / New Age,2025-03-07T00:00:00Z,815,640,8.0,23.0,582.0,489,4.0,9.0,815.0,281.0,0.0,0.0,273.0,0.0,0.0,4,12,SubmitHub / Groover / Playlist Push,1-2 weeks,2.0,3,Independent,,1.5,14,3,yes,11-13,11-15,1.2734375,1.19018404907975,281.0,273.0,534.0,309.0,1.25989110707804,1.10752688172043,-0.06,15.72,True
EID044,NID044,2025-03-21T22:17:17.971Z,Metal,2025-02-28T00:00:00Z,3960,2475,588.0,427.0,1122.0,752,90.0,75.0,3960.0,897.0,0.0,124.0,182.0,0.0,10.0,1149,21,Facebook / Meta Ads,3-4 weeks,10.0,15,Independent,,3.5,21,4,yes,20-21,21-25,1.6,1.49202127659574,1021.0,192.0,2939.0,930.0,1.73944912360574,1.53895112016293,558.73,400.53,True
EID045,NID045,2025-03-21T22:22:52.074Z,Metal,2024-09-27T00:00:00Z,1915,1117,376.0,155.0,479.0,339,48.0,30.0,4169.0,264.0,0.0,0.0,72.0,0.0,0.0,1149,6,Facebook / Meta Ads,3-4 weeks,10.0,15,Independent,,3.5,175,26,no,6-10,6-10,1.71441360787825,1.41297935103245,264.0,72.0,1651.0,407.0,1.80649776954802,1.43504203959859,368.43,148.16,False
EID046,NID046,2025-03-21T23:07:52.881Z,Metal,2023-10-23T00:00:00Z,67,38,5.0,2.0,19.0,15,2.0,1.0,4297.0,0.0,0.0,0.0,0.0,0.0,0.0,1041,2,Social Media,Over 12 weeks,0.0,25,Independent,,14.0,515,74,no,0-5,0-5,1.76315789473684,1.26666666666667,0.0,0.0,67.0,19.0,1.76315789473684,1.26666666666667,5.0,2.0,False
EID047,NID047,2025-03-21T23:35:48.987Z,Metal,2024-11-15T00:00:00Z,7589,3746,258.0,176.0,1945.0,1129,50.0,39.0,31496.0,2703.0,333.0,0.0,580.0,37.0,0.0,2373,27,No promotion,7-8 weeks,5.0,5,Independent,,7.5,126,19,no,26-29,26-30,2.02589428723972,1.72276350752879,3036.0,617.0,4553.0,1328.0,3.22766932053659,2.02938756318326,170.96,97.3,False
EID048,NID048,2025-03-21T23:39:36.394Z,Hip-Hop,2023-09-08T00:00:00Z,316033,120311,4765.0,11852.0,75057.0,45411,1071.0,2712.0,6093776.0,58535.0,0.0,0.0,12269.0,0.0,0.0,58194,51,No promotion,Over 12 weeks,33.0,33,Independent,,14.0,560,81,no,51-100,41-100,2.62680054192883,1.65283741824668,58535.0,12269.0,257498.0,62788.0,3.42035142787371,1.74540524705284,3086.84,10334.71,False
EID049,NID049,2025-03-21T23:40:56.126Z,EDM / Electronic,2025-02-14T00:00:00Z,5521,2099,338.0,16.0,1012.0,575,44.0,16.0,8784.0,462.0,0.0,269.0,39.0,0.0,23.0,7015,24,Facebook / Meta Ads,3-4 weeks,10.0,135,Independent,,3.5,35,6,no,22-25,21-25,2.6303001429252,1.76,731.0,62.0,4790.0,950.0,3.11708464734445,1.80160466812546,317.04,-2.95,False
EID050,NID050,2025-03-21T23:46:37.559Z,EDM / Electronic,2024-10-11T00:00:00Z,22738,12024,504.0,459.0,5656.0,4073,112.0,118.0,94105.0,14501.0,438.0,,3466.0,86.0,0.0,7015,34,Facebook / Meta Ads,3-4 weeks,10.0,135,Independent,,3.5,161,24,no,33-35,31-40,1.89105123087159,1.38865700957525,,3552.0,,2104.0,,1.56933845889036,,,False
EID051,NID051,2025-03-21T23:53:29.691Z,Pop,2025-02-28T00:00:00Z,16209,5360,2941.0,1270.0,4425.0,2205,360.0,250.0,16209.0,662.0,614.0,95.0,181.0,457.0,14.0,1981,29,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,,14.0,21,4,yes,26-29,26-30,3.0240671641791,2.00680272108844,1371.0,652.0,14838.0,3773.0,3.44638199035197,2.21490178369835,2901.69,1234.46,True
EID052,NID052,2025-03-21T23:56:43.959Z,Pop,2024-11-08T00:00:00Z,15007,6562,1730.0,813.0,5320.0,2933,405.0,353.0,43249.0,471.0,5203.0,0.0,166.0,2495.0,0.0,1981,30,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,,14.0,133,20,no,30-32,26-30,2.28695519658641,1.81384248210024,5674.0,2661.0,9333.0,2659.0,4.24732199117832,3.00086813091414,1567.33,665.92,False
EID053,NID053,2025-03-21T23:59:29.611Z,Pop,2024-07-11T00:00:00Z,10628,4439,1633.0,691.0,3229.0,1784,235.0,186.0,46657.0,474.0,2362.0,0.0,143.0,1069.0,0.0,1981,27,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,,14.0,253,37,no,26-29,26-30,2.3942329353458,1.80997757847534,2836.0,1212.0,7792.0,2017.0,3.45166456537295,2.36822615606936,1551.69,617.49,False
EID054,NID054,2025-03-22T00:02:17.111Z,Pop,2024-03-15T00:00:00Z,10033,3682,1555.0,555.0,3417.0,1640,280.0,215.0,99027.0,719.0,730.0,0.0,163.0,697.0,0.0,1981,26,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,,14.0,372,54,no,26-29,26-30,2.72487778381315,2.08353658536585,1449.0,860.0,8584.0,2557.0,3.3434803451582,2.61328616352201,1513.46,517.44,False
EID055,NID055,2025-03-22T00:18:09.702Z,Metal,2024-09-13T00:00:00Z,14384,10671,202.0,1316.0,3407.0,2915,52.0,248.0,96503.0,272.0,1210.0,0.0,132.0,188.0,0.0,316,31,3rd Party Playlisting,11-12 weeks,4.0,6,Independent,,11.5,190,28,no,30-32,31-40,1.3479523943398,1.16878216123499,1482.0,320.0,12902.0,3087.0,1.35368796558598,1.15667963683528,159.51,1277.58,False
EID056,NID056,2025-03-22T00:25:13.064Z,Pop,2024-10-23T00:00:00Z,15373,6787,264.0,491.0,3417.0,2157,69.0,117.0,54437.0,7255.0,8.0,,1852.0,,,427,32,Facebook / Meta Ads,11-12 weeks,3.0,3,Independent,,11.5,150,22,no,30-32,31-40,2.26506556652424,1.58414464534075,,,,,,,,,False
EID057,NID057,2025-03-22T02:02:14.518Z,Pop,2024-01-16T00:00:00Z,574017,197450,12003.0,11028.0,149308.0,78416,3178.0,2865.0,4032651.0,241536.0,15.0,0.0,65744.0,0.0,0.0,11155,57,Facebook / Meta Ads,5-6 weeks,25.0,25,Independent,,5.5,431,62,no,51-100,41-100,2.90715117751329,1.90405019383799,241551.0,65744.0,332466.0,83564.0,28.5585965375974,3.00118242496574,5077.9,4766.72,False
EID058,NID058,2025-03-22T02:06:36.794Z,Pop,2024-06-28T00:00:00Z,287075,96368,6137.0,5117.0,78202.0,38604,1631.0,1429.0,1008111.0,141589.0,9.0,0.0,38941.0,0.0,0.0,11155,52,Social Media,5-6 weeks,25.0,25,Independent,,5.5,267,39,no,51-100,41-100,2.97894529304333,2.02574862708528,141598.0,38941.0,145477.0,39261.0,1.0,4.5391668593586,2077.48,1446.62,False
EID059,NID059,2025-03-22T02:10:43.307Z,Pop,2023-07-24T00:00:00Z,164919,67058,2750.0,2736.0,45595.0,26210,695.0,737.0,1067117.0,88499.0,5.0,0.0,24838.0,0.0,0.0,11155,48,Facebook / Meta Ads,5-6 weeks,25.0,25,Independent,,5.5,607,87,no,46-50,41-100,2.45934862357959,1.73960320488363,88504.0,24838.0,76415.0,20757.0,1.0,2.92193827828912,212.65,441.87,False
EID060,NID060,2025-03-22T02:14:30.966Z,Pop,2024-04-28T00:00:00Z,160265,63813,2426.0,2540.0,45082.0,26018,660.0,716.0,674239.0,88180.0,737.0,0.0,25086.0,152.0,0.0,11155,48,Social Media,5-6 weeks,25.0,25,Independent,,5.5,328,47,no,46-50,41-100,2.51147885227148,1.732723499116,88917.0,25238.0,71348.0,19844.0,1.0,3.00477554918816,-123.19,235.17,False
EID061,NID061,2025-03-22T02:19:26.828Z,Pop,2025-01-20T00:00:00Z,138310,56295,3073.0,2531.0,45317.0,25845,964.0,819.0,271850.0,75159.0,918.0,10.0,26702.0,334.0,0.0,11155,47,Facebook / Meta Ads,5-6 weeks,25.0,25,Independent,,5.5,61,9,no,46-50,41-100,2.45687894129141,1.75341458696073,76087.0,27036.0,62223.0,18281.0,1.0,3.62137904761905,891.64,558.74,False
EID062,NID062,2025-03-22T02:22:41.833Z,Pop,2025-01-20T00:00:00Z,151909,55685,3098.0,2620.0,47186.0,24127,914.0,788.0,252757.0,79158.0,1836.0,51.0,25788.0,128.0,0.0,11155,47,Facebook / Meta Ads,5-6 weeks,25.0,25,Independent,,5.5,61,9,no,46-50,41-100,2.7280057466104,1.95573423964853,81045.0,25916.0,70864.0,21270.0,1.0,5.07441595859867,774.49,519.22,False
EID063,NID063,2025-03-22T02:26:24.669Z,Pop,2024-09-28T00:00:00Z,117994,49923,1542.0,1597.0,28809.0,17253,328.0,405.0,436716.0,68905.0,545.0,0.0,16918.0,39.0,0.0,11155,46,Social Media,5-6 weeks,25.0,25,Independent,,5.5,175,26,no,46-50,41-100,2.36351982052361,1.6697965571205,69450.0,16957.0,48544.0,11852.0,1.0,2.81576783201447,-449.08,-203.22,False
EID064,NID064,2025-03-22T02:45:13.070Z,Pop,2023-11-29T00:00:00Z,97506,42445,1065.0,1211.0,25832.0,16053,267.0,309.0,593003.0,59267.0,0.0,0.0,16057.0,0.0,0.0,11155,44,Social Media,5-6 weeks,25.0,25,Independent,,5.5,479,69,no,41-45,41-100,2.29723171162681,1.60916962561515,59267.0,16057.0,38239.0,9775.0,1.0,2.64084872919221,-634.15,-325.27,False
EID065,NID065,2025-03-22T03:04:20.948Z,Pop,2025-01-20T00:00:00Z,82901,34176,1373.0,1319.0,25266.0,14534,352.0,388.0,150994.0,45710.0,236.0,8.0,14795.0,23.0,0.0,11155,43,Facebook / Meta Ads,5-6 weeks,25.0,25,Independent,,5.5,61,9,no,41-45,41-100,2.42570809925094,1.7384064951149,45954.0,14818.0,36947.0,10448.0,1.0,3.33212305578725,55.53,127.82,False
EID066,NID066,2025-03-22T03:12:54.653Z,EDM / Electronic,2021-12-17T00:00:00Z,4109,3322,42.0,33.0,674.0,540,4.0,4.0,89274.0,3373.0,3373.0,0.0,443.0,0.0,0.0,466,17,Other,3-4 weeks,10.0,87,Independent,,3.5,1191,171,no,17-19,16-20,1.23690547862733,1.24814814814815,6746.0,443.0,-2637.0,231.0,1.41225179204087,1.15945945945946,-151.4,-141.86,False
EID067,NID067,2025-03-22T03:19:00.072Z,EDM / Electronic,2025-02-28T00:00:00Z,4522,1718,79.0,70.0,778.0,308,2.0,8.0,4530.0,996.0,12.0,26.0,214.0,0.0,7.0,466,17,Other,3-4 weeks,10.0,87,Independent,,3.5,22,4,yes,17-19,16-20,2.63213038416764,2.52597402597403,1034.0,221.0,3488.0,557.0,3.78055694513924,4.03623188405797,49.36,43.2,True
EID068,NID068,2025-03-22T04:09:28.292Z,EDM / Electronic,2024-03-08T00:00:00Z,903631,406282,9071.0,13038.0,221451.0,144190,2142.0,3125.0,6569974.0,457010.0,4482.0,0.0,108544.0,332.0,0.0,1218,60,Social Media,Over 12 weeks,5.0,6,Independent,,14.0,379,55,no,51-100,41-100,2.22414726716911,1.53582772730425,461492.0,108876.0,442139.0,112575.0,8.62068463852801,1.86261470517112,-4159.67,1075.6,False
EID069,NID069,2025-03-22T04:19:46.444Z,Hip-Hop,2025-02-21T00:00:00Z,2670,1240,319.0,177.0,423.0,226,42.0,29.0,2670.0,1008.0,,,110.0,,,105,17,Facebook / Meta Ads,9-10 weeks,4.0,4,Independent,,9.5,29,5,yes,17-19,16-20,2.15322580645161,1.8716814159292,,,,,,,,,True
EID070,NID070,2025-03-22T04:58:09.354Z,Rock,2025-03-07T00:00:00Z,2865,1883,278.0,253.0,1924.0,1298,155.0,169.0,2865.0,764.0,0.0,151.0,490.0,0.0,148.0,68,20,SubmitHub / Groover / Playlist Push,Over 12 weeks,1.0,1,Independent,,14.0,15,3,yes,20-21,16-20,1.52150823154541,1.48228043143297,915.0,638.0,1950.0,1286.0,1.65372822754257,1.59310081951591,251.77,229.28,True
EID071,NID071,2025-03-22T05:14:35.581Z,Metal,2025-02-14T00:00:00Z,2411,1156,323.0,176.0,680.0,367,92.0,41.0,3311.0,197.0,0.0,235.0,38.0,0.0,46.0,560,18,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,,14.0,36,6,no,17-19,16-20,2.0856401384083,1.85286103542234,432.0,84.0,1979.0,596.0,2.40259618976466,1.9709997456118,310.61,164.8,False
EID072,NID072,2025-03-22T05:38:37.065Z,R&B,2024-10-11T00:00:00Z,47592,21728,1427.0,926.0,14282.0,8990,386.0,225.0,197619.0,22989.0,344.0,0.0,7334.0,104.0,0.0,6740,39,Facebook / Meta Ads,5-6 weeks,55.0,63,Independent,,5.5,162,24,no,36-40,31-40,2.19035346097202,1.58865406006674,23333.0,7438.0,24259.0,6844.0,6.41850856840477,2.09395151800424,758.06,321.18,False
EID073,NID073,2025-03-22T05:41:35.277Z,R&B,2024-10-25T00:00:00Z,17841,8622,357.0,292.0,5127.0,3111,120.0,91.0,55842.0,9296.0,1028.0,0.0,2363.0,270.0,0.0,6740,32,Facebook / Meta Ads,5-6 weeks,55.0,63,Independent,,5.5,148,22,no,30-32,31-40,2.06924147529576,1.6480231436837,10324.0,2633.0,7517.0,2494.0,11.0469138593715,2.29731453270035,61.02,24.39,False
EID074,NID074,2025-03-22T05:45:41.356Z,EDM / Electronic,2025-03-14T00:00:00Z,8042,5152,726.0,344.0,8042.0,5152,726.0,344.0,8042.0,1785.0,0.0,1895.0,1785.0,0.0,1895.0,6740,28,Other,5-6 weeks,55.0,63,Independent,,5.5,8,2,yes,26-29,26-30,1.56094720496894,1.56094720496894,3680.0,3680.0,4362.0,4362.0,1.87917550371156,1.87917550371156,620.5,248.61,True
EID075,NID075,2025-03-22T05:52:45.333Z,EDM / Electronic,2025-01-03T00:00:00Z,11985,6948,199.0,147.0,3670.0,2711,60.0,30.0,43624.0,6272.0,880.0,0.0,2095.0,127.0,0.0,6740,30,Facebook / Meta Ads,5-6 weeks,55.0,63,Independent,,5.5,78,12,no,30-32,26-30,1.72495682210708,1.35374400590188,7152.0,2222.0,4833.0,1448.0,3.34125717932355,1.44544267833832,-6.04,-38.39,False
EID076,NID076,2025-03-22T06:38:12.512Z,Rock,2025-02-18T00:00:00Z,1711,758,206.0,172.0,287.0,125,42.0,31.0,1821.0,121.0,0.0,265.0,17.0,0.0,0.0,220,14,Facebook / Meta Ads,7-8 weeks,0.0,6,Independent,,7.5,32,5,no,14-16,11-15,2.25725593667546,2.296,386.0,17.0,1325.0,270.0,2.87370704037371,2.41237113402062,194.93,161.99,True
EID077,NID077,2025-03-22T06:48:38.187Z,Metal,2024-11-21T00:00:00Z,9553,4703,641.0,888.0,2137.0,1339,232.0,132.0,55629.0,1011.0,1711.0,0.0,336.0,150.0,0.0,3723,27,Facebook / Meta Ads,11-12 weeks,16.0,16,Independent,,11.5,121,18,no,26-29,26-30,2.03125664469488,1.59596713965646,2722.0,486.0,6831.0,1651.0,2.61809015595979,1.71060811349327,562.96,817.44,False
EID078,NID078,2025-03-22T06:54:09.836Z,Metal,2025-02-21T00:00:00Z,13513,5082,1591.0,1094.0,3567.0,1655,360.0,208.0,13653.0,2102.0,32.0,985.0,530.0,20.0,84.0,3723,29,Facebook / Meta Ads,11-12 weeks,16.0,16,Independent,,11.5,29,5,yes,26-29,26-30,2.65899252262889,2.15528700906344,3119.0,634.0,10394.0,2933.0,3.8743548572084,2.5126194398682,1501.58,1013.15,True
EID079,NID079,2025-03-22T06:59:03.677Z,Metal,2023-08-25T00:00:00Z,5139,2510,208.0,236.0,1474.0,956,48.0,62.0,102098.0,857.0,0.0,0.0,358.0,0.0,0.0,3723,24,Facebook / Meta Ads,11-12 weeks,16.0,16,Independent,,11.5,575,83,no,22-25,21-25,2.04741035856574,1.5418410041841,857.0,358.0,4282.0,1116.0,2.31363258520366,1.63969258589512,183.43,213.79,False
EID080,NID080,2025-03-22T07:03:42.705Z,Metal,2024-10-11T00:00:00Z,5777,2996,657.0,482.0,1655.0,1117,200.0,139.0,25235.0,1389.0,0.0,0.0,454.0,0.0,0.0,3723,21,Facebook / Meta Ads,11-12 weeks,16.0,16,Independent,,11.5,162,24,no,20-21,21-25,1.92823765020027,1.4816472694718,1389.0,454.0,4388.0,1201.0,2.27647856971825,1.56427211702234,617.18,446.0,False
EID081,NID081,2025-03-22T07:44:08.691Z,EDM / Electronic,2024-11-28T00:00:00Z,926,670,24.0,47.0,218.0,184,9.0,10.0,6514.0,382.0,0.0,0.0,91.0,0.0,0.0,265,13,SubmitHub / Groover / Playlist Push,7-8 weeks,2.0,2,Signed to a label,,7.5,114,17,no,11-13,11-15,1.38208955223881,1.18478260869565,382.0,91.0,544.0,127.0,1.44621676891616,1.1140350877193,13.05,37.1,False
EID082,NID082,2025-03-22T07:46:50.368Z,EDM / Electronic,2025-03-12T00:00:00Z,1868,1221,667.0,330.0,1785.0,1182,526.0,310.0,1868.0,425.0,0.0,12.0,425.0,0.0,12.0,265,18,Facebook / Meta Ads,7-8 weeks,2.0,2,Signed to a label,,7.5,10,2,yes,17-19,16-20,1.52989352989353,1.51015228426396,437.0,437.0,1431.0,1348.0,1.61723028775102,1.59367042560931,654.47,318.67,True
EID083,NID083,2025-03-22T08:24:49.128Z,Pop,2024-05-31T00:00:00Z,728,232,47.0,41.0,82.0,50,0.0,2.0,1438.0,46.0,0.0,0.0,7.0,0.0,0.0,88,9,Facebook / Meta Ads,Over 12 weeks,3.0,5,Independent,,14.0,295,43,no,6-10,6-10,3.13793103448276,1.64,46.0,7.0,682.0,75.0,3.46870109546166,1.68103448275862,45.68,39.81,False
EID084,NID084,2025-03-22T08:51:35.399Z,Rock,2025-03-07T00:00:00Z,3389,2002,475.0,294.0,2426.0,1525,244.0,155.0,3389.0,1381.0,,91.0,1151.0,,28.0,803,11,Facebook / Meta Ads,3-4 weeks,13.0,14,Independent,,3.5,15,3,yes,11-13,11-15,1.69280719280719,1.59081967213115,,,,,,,,,True
EID085,NID085,2025-03-22T08:54:30.806999Z,Rock,2024-08-02T00:00:00Z,1299,784,43.0,40.0,384.0,290,15.0,6.0,21397.0,361.0,,,136.0,,,803,3,Facebook / Meta Ads,3-4 weeks,13.0,14,Independent,,3.5,232,34,no,0-5,0-5,1.65688775510204,1.32413793103448,,,,,,,,,False
EID086,NID086,2025-03-22T08:58:22.268Z,Rock,2025-02-10T00:00:00Z,6122,1581,548.0,279.0,1033.0,455,224.0,87.0,8659.0,532.0,,166.0,60.0,,,803,13,Facebook / Meta Ads,3-4 weeks,13.0,14,Independent,,3.5,40,6,no,11-13,11-15,3.87223276407337,2.27032967032967,,,,,,,,,False
EID087,NID087,2025-03-22T09:17:18.254Z,EDM / Electronic,2025-03-07T00:00:00Z,2685,1673,443.0,318.0,1696.0,1067,264.0,213.0,2685.0,1135.0,0.0,15.0,626.0,0.0,10.0,515,20,Facebook / Meta Ads,Over 12 weeks,4.0,7,Independent,,14.0,15,3,yes,20-21,16-20,1.60490137477585,1.58950328022493,1150.0,636.0,1535.0,1060.0,1.94701922138745,1.8346425242977,410.03,288.19,True
EID088,NID088,2025-03-22T09:20:49.529Z,EDM / Electronic,2024-07-26T00:00:00Z,689,390,9.0,32.0,134.0,102,3.0,8.0,23597.0,79.0,0.0,0.0,0.0,0.0,0.0,515,11,Facebook / Meta Ads,Over 12 weeks,4.0,7,Independent,,14.0,239,35,no,11-13,11-15,1.76666666666667,1.31372549019608,79.0,0.0,610.0,134.0,1.85280373831776,1.31372549019608,6.74,29.95,False
EID089,NID089,2025-03-22T09:57:17.171Z,EDM / Electronic,2025-02-18T00:00:00Z,2968,924,404.0,182.0,677.0,344,80.0,28.0,3029.0,177.0,0.0,72.0,177.0,0.0,5.0,605,18,Facebook / Meta Ads,3-4 weeks,10.0,38,Independent,,3.5,32,5,no,17-19,16-20,3.21212121212121,1.96802325581395,249.0,182.0,2719.0,495.0,3.71214030665827,2.42647058823529,396.86,175.55,True
EID090,NID090,2025-03-22T10:09:19.366Z,Christian / Gospel,2025-01-24T00:00:00Z,3313,1417,35.0,69.0,363.0,208,1.0,13.0,18464.0,834.0,851.0,0.0,120.0,0.0,0.0,86,22,Social Media,9-10 weeks,2.0,4,Independent,,9.5,57,9,no,22-25,21-25,2.33803810868031,1.74519230769231,1685.0,120.0,1628.0,243.0,13.4716740929344,2.10039893617021,-13.31,25.32,False
EID091,NID091,2025-03-22T10:54:09.295Z,Metal,2025-01-30T00:00:00Z,527,337,20.0,21.0,105.0,78,2.0,5.0,1192.0,254.0,0.0,7.0,34.0,0.0,0.0,91,9,Facebook / Meta Ads,5-6 weeks,2.0,3,Independent,,5.5,51,8,no,6-10,6-10,1.56379821958457,1.34615384615385,261.0,34.0,266.0,71.0,1.95256916996047,1.36943620178042,12.52,14.23,False
EID092,NID092,2025-03-22T11:14:13.547Z,Pop,2022-01-14T00:00:00Z,618501,316418,5149.0,6234.0,197677.0,137433,1631.0,1826.0,3888026.0,,0.0,0.0,148664.0,0.0,0.0,7121,57,Social Media,3-4 weeks,10.0,16,Independent,,3.5,1163,167,no,51-100,41-100,1.95469600338792,1.43835177868489,,148664.0,,49013.0,,2.12397454573334,,,False
EID093,NID093,2025-03-22T11:21:25.791Z,EDM / Electronic,2025-03-07T00:00:00Z,2391,1301,172.0,184.0,1136.0,720,56.0,68.0,2391.0,281.0,0.0,27.0,105.0,0.0,0.0,1595,19,SubmitHub / Groover / Playlist Push,Over 12 weeks,7.0,20,Independent,,14.0,15,3,yes,17-19,16-20,1.83781706379708,1.57777777777778,308.0,105.0,2083.0,1031.0,1.95756524253596,1.61287605294826,163.17,176.02,True
EID094,NID094,2025-03-22T11:58:54.836Z,EDM / Electronic,2025-01-24T00:00:00Z,15971,8889,289.0,327.0,3833.0,2586,50.0,99.0,33470.0,2828.0,14.0,8.0,477.0,0.0,8.0,313,31,Other,3-4 weeks,10.0,20,Independent,,3.5,57,9,no,30-32,31-40,1.79671504106199,1.48221191028616,2850.0,485.0,13121.0,3348.0,1.95932549938546,1.51293103448276,207.29,253.12,False
EID095,NID095,2025-03-22T12:08:24.900Z,Rock,2025-03-14T00:00:00Z,7369,2401,1433.0,680.0,7368.0,2400,1432.0,680.0,7369.0,649.0,0.0,2758.0,649.0,0.0,2757.0,785,28,Facebook / Meta Ads,5-6 weeks,10.0,17,Independent,,5.5,8,2,yes,26-29,26-30,3.06913785922532,3.07,3407.0,3406.0,3962.0,3962.0,1.0,1.0,1335.32,591.69,True
EID096,NID096,2025-03-22T12:39:32.339Z,Americana / Folk,2024-12-10T00:00:00Z,1646,990,47.0,71.0,436.0,338,27.0,29.0,,564.0,0.0,0.0,130.0,0.0,0.0,349,17,Facebook / Meta Ads,11-12 weeks,9.0,10,Independent,,11.5,102,15,no,17-19,16-20,1.66262626262626,1.28994082840237,564.0,130.0,1082.0,306.0,1.94550484094053,1.28571428571429,30.83,56.38,False
EID097,NID097,2025-03-22T12:55:19.427999Z,Ambient / Relaxing / Meditation / World / New Age,2024-10-18T00:00:00Z,38265,18494,413.0,402.0,8901.0,5355,106.0,90.0,163474.0,21990.0,0.0,0.0,5137.0,0.0,0.0,495,37,Facebook / Meta Ads,1-2 weeks,10.0,46,Independent,,1.5,155,23,no,36-40,31-40,2.06904942143398,1.66218487394958,21990.0,5137.0,16275.0,3764.0,10.309667673716,2.68194025760482,-217.44,-168.01,False
EID098,NID098,2025-03-22T13:05:34.967Z,Rock,2024-09-03T00:00:00Z,99,36,4.0,8.0,18.0,11,0.0,1.0,1524.0,11.0,0.0,0.0,3.0,0.0,0.0,632,3,Facebook / Meta Ads,3-4 weeks,10.0,200,Independent,,3.5,200,29,no,0-5,0-5,2.75,1.63636363636364,11.0,3.0,88.0,15.0,3.19553072625698,1.72566371681416,3.68,7.71,False
EID099,NID099,2025-03-22T13:07:36.479Z,Rock,2024-09-03T00:00:00Z,53,19,3.0,2.0,11.0,4,0.0,0.0,611.0,4.0,0.0,0.0,0.0,0.0,0.0,632,1,Facebook / Meta Ads,3-4 weeks,10.0,200,Independent,,3.5,200,29,no,0-5,0-5,2.78947368421053,2.75,4.0,0.0,49.0,11.0,3.07729468599034,2.75,2.89,1.9,False
EID100,NID100,2025-03-22T13:09:38.977Z,Rock,2024-09-03T00:00:00Z,182,60,5.0,10.0,37.0,23,0.0,0.0,1839.0,19.0,0.0,0.0,4.0,0.0,0.0,632,5,Facebook / Meta Ads,3-4 weeks,10.0,200,Independent,,3.5,200,29,no,0-5,0-5,3.03333333333333,1.60869565217391,19.0,4.0,163.0,33.0,3.59152542372881,1.65637065637066,4.46,9.51,False
EID101,NID101,2025-03-22T13:11:35.939Z,Rock,2024-09-03T00:00:00Z,41,11,3.0,2.0,11.0,3,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,632,1,Facebook / Meta Ads,3-4 weeks,10.0,200,Independent,,3.5,200,29,no,0-5,0-5,3.72727272727273,3.66666666666667,0.0,0.0,41.0,11.0,3.72727272727273,3.66666666666667,3.0,2.0,False
EID102,NID102,2025-03-22T13:13:10.150Z,Rock,2024-09-03T00:00:00Z,47,12,3.0,2.0,11.0,3,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,632,1,Facebook / Meta Ads,3-4 weeks,10.0,200,Independent,,3.5,200,29,no,0-5,0-5,3.91666666666667,3.66666666666667,0.0,0.0,47.0,11.0,3.91666666666667,3.66666666666667,3.0,2.0,False
