EntryID,NameID,Timestamp,WhatGenreOfMusicMostAccuratelyDescribesThisArtistProject,ReleaseDate,StreamsLast28Days,ListenersLast28Days,SavesLast28Days,PlaylistAddsLast28Days,StreamsLast7Days,ListenersLast7Days,SavesLast7Days,PlaylistAddsLast7Days,StreamsAllTime,RadioStreamsLast28Days,DiscoverWeeklyStreamsLast28Days,ReleaseRadarStreamsLast28Days,RadioStreamsLast7Days,DiscoverWeeklyStreamsLast7Days,ReleaseRadarStreamsLast7Days,CurrentSpotifyFollowers,PopularityIndex,WhatIsTheDominantWayThisArtistHasPromotedThisSong,ReleaseConsistency,HowManySongsDoYouHaveInRadioRightNow,HowManySongsHasThisArtistEverReleased,AreYouIndependentOrSignedToALabel,IsThisSongOptedIntoSpotifyDiscoveryMode,ReleaseConsistencyNum,DaysSinceRelease,WeeksSinceRelease,NewRelease,PI_Category,PI_Category_2,ListenersStreamRatio28Days,ListenersStreamRatio7Days,AlgoStreams28Days,AlgoStreams7Days,NonAlgoStreams28Days,NonAlgoStreams7Days,ListenersStreamRatio28Days_adj,ListenersStreamRatio7Days_adj,SavesLast28Days_adj,PlaylistAddsLast28Days_adj,ReleasePhaseEarly
EID165,NID165,2025-03-24T05:29:51.908Z,Hip-Hop,2024-06-21T00:00:00Z,1862,717,174.0,21.0,492.0,242,45.0,5.0,38507.0,82.0,0.0,0.0,34.0,0.0,0.0,260,12,Facebook / Meta Ads,5-6 weeks,6.0,7,Independent,No,5.5,276,40,no,11-13,11-15,2.59693165969317,2.03305785123967,82.0,34.0,1780.0,458.0,2.72203270203506,2.12188168210976,171.65,18.87,False
EID166,NID166,2025-03-24T05:32:46.119Z,Hip-Hop,2024-08-16T00:00:00Z,4896,2421,232.0,58.0,1423.0,920,68.0,17.0,29595.0,356.0,0.0,0.0,84.0,0.0,0.0,260,21,Facebook / Meta Ads,5-6 weeks,6.0,7,Independent,No,5.5,220,32,no,20-21,21-25,2.02230483271375,1.54673913043478,356.0,84.0,4540.0,1339.0,2.11442696951241,1.56537769784173,221.79,48.77,False
EID167,NID167,2025-03-24T05:57:45.623Z,Pop,2024-12-13T00:00:00Z,7060,2450,257.0,187.0,1971.0,838,208.0,114.0,42404.0,796.0,1120.0,0.0,126.0,88.0,0.0,300,27,Facebook / Meta Ads,7-8 weeks,4.0,4,Independent,Yes,7.5,101,15,no,26-29,26-30,2.88163265306122,2.35202863961814,1916.0,214.0,5144.0,1757.0,5.26966115051221,2.60920721955677,202.07,137.34,False
EID168,NID168,2025-03-24T06:07:26.861Z,Pop,2025-02-28T00:00:00Z,15917,7342,600.0,631.0,4317.0,2538,169.0,216.0,15916.0,4654.0,193.0,1303.0,1404.0,191.0,354.0,300,31,Facebook / Meta Ads,9-10 weeks,4.0,4,Independent,No,9.5,24,4,yes,30-32,31-40,2.16793789158268,1.70094562647754,6150.0,1949.0,9767.0,2368.0,3.74038178283156,2.27962085308057,423.68,471.58,True
EID169,NID169,2025-03-24T07:05:25.510Z,Hip-Hop,2025-03-15T00:00:00Z,206,87,,38.0,188.0,83,,36.0,206.0,0.0,0.0,13.0,0.0,0.0,13.0,76,6,Facebook / Meta Ads,3-4 weeks,3.0,49,Independent,No,3.5,9,2,yes,6-10,6-10,2.36781609195402,2.26506024096386,13.0,13.0,193.0,175.0,2.50649350649351,2.3972602739726,,37.66,True
EID170,NID170,2025-03-24T07:09:42.442Z,Country,2025-03-07T00:00:00Z,3281,2442,297.0,328.0,1592.0,1236,100.0,135.0,3346.0,1819.0,0.0,157.0,903.0,0.0,56.0,131,21,Facebook / Meta Ads,Over 12 weeks,10.0,25,Independent,No,14.0,17,3,yes,20-21,21-25,1.34357084357084,1.28802588996764,1976.0,959.0,1305.0,633.0,1.41540130151844,1.27029947514665,240.35,276.78,True
EID171,NID171,2025-03-24T07:59:03.249Z,Rock,2025-02-21T00:00:00Z,65849,15403,3199.0,1864.0,12513.0,4573,398.0,267.0,65922.0,10800.0,235.0,3392.0,2434.0,92.0,220.0,14470,40,Facebook / Meta Ads,5-6 weeks,10.0,39,Independent,No,5.5,31,5,no,36-40,31-40,4.27507628384081,2.73627815438443,14427.0,2746.0,51422.0,9767.0,11.9438617806286,3.96920816530682,2785.39,1490.04,True
EID172,NID172,2025-03-24T08:23:23.758Z,Rock,2024-11-07T00:00:00Z,116997,22563,3025.0,3959.0,27570.0,9598,412.0,737.0,438572.0,14484.0,1628.0,0.0,4315.0,278.0,0.0,7913,46,Social Media,5-6 weeks,14.0,14,Independent,Yes,5.5,137,20,no,46-50,41-100,5.18534769312591,2.87247343196499,16112.0,4593.0,100885.0,22977.0,9.92068775104199,3.78850641773629,2563.08,3541.36,False
EID173,NID173,2025-03-24T08:27:10.165Z,Rock,2025-03-12T00:00:00Z,71560,15844,6390.0,4442.0,42769.0,12623,3113.0,2189.0,71560.0,8725.0,28.0,926.0,8423.0,21.0,512.0,7913,43,Facebook / Meta Ads,7-8 weeks,14.0,14,Independent,No,7.5,12,2,yes,41-45,41-100,4.5165362282252,3.38818030579102,9679.0,8956.0,61881.0,33813.0,7.36800021981645,5.8971679255155,6112.51,4191.11,True
EID174,NID174,2025-03-24T11:44:16.259Z,Pop,2023-06-25T00:00:00Z,311904,142319,5106.0,4561.0,78295.0,49397,1314.0,1112.0,2592595.0,162228.0,2873.0,0.0,41355.0,1227.0,0.0,2521,53,Facebook / Meta Ads,7-8 weeks,10.0,16,Independent,Yes,7.5,638,92,no,51-100,41-100,2.19158369578201,1.58501528432901,165101.0,42582.0,146803.0,35713.0,9.58354800966168,2.14600561151146,372.67,281.39,False
EID175,NID175,2025-03-24T12:04:56.012Z,Metal,2025-03-07T00:00:00Z,2172,1096,441.0,271.0,1092.0,534,145.0,104.0,2172.0,40.0,0.0,171.0,20.0,0.0,23.0,1581,18,Facebook / Meta Ads,11-12 weeks,9.0,40,Independent,No,11.5,17,3,yes,17-19,16-20,1.98175182481752,2.04494382022472,211.0,43.0,1961.0,1049.0,2.10026363486571,2.09413390663391,434.95,265.53,True
EID176,NID176,2025-03-24T12:28:54.991Z,Americana / Folk,2025-01-22T00:00:00Z,19312,10621,312.0,401.0,6797.0,4042,98.0,150.0,43790.0,5732.0,4345.0,11.0,1099.0,3516.0,0.0,1465,34,Facebook / Meta Ads,Over 12 weeks,10.0,23,Independent,Yes,14.0,61,9,no,33-35,31-40,1.81828453064683,1.68159327065809,10088.0,4615.0,9224.0,2182.0,3.22404753582663,4.4349593495935,22.78,139.51,False
EID177,NID177,2025-03-24T12:34:52.210Z,Americana / Folk,2018-12-14T00:00:00Z,20173,11179,203.0,705.0,5128.0,3590,52.0,204.0,2419947.0,1628.0,214.0,0.0,394.0,143.0,0.0,1463,34,No promotion,Over 12 weeks,10.0,23,Independent,Yes,14.0,2292,328,no,33-35,31-40,1.80454423472583,1.42841225626741,1842.0,537.0,18331.0,4591.0,1.87777663958647,1.44510895883777,150.19,657.25,False
EID178,NID178,2025-03-24T12:38:54.227Z,Americana / Folk,2024-11-20T00:00:00Z,3129,1928,60.0,71.0,837.0,599,17.0,17.0,18581.0,1479.0,0.0,0.0,409.0,0.0,0.0,1465,19,Facebook / Meta Ads,Over 12 weeks,10.0,23,Independent,Yes,14.0,124,18,no,17-19,16-20,1.62292531120332,1.39732888146912,1479.0,409.0,1650.0,428.0,2.08779443254818,1.50500405734379,17.6,32.66,False
EID179,NID179,2025-03-24T12:42:59.805Z,Americana / Folk,2024-12-11T00:00:00Z,2143,1065,51.0,81.0,496.0,324,14.0,14.0,15769.0,593.0,0.0,0.0,140.0,0.0,0.0,1465,15,Facebook / Meta Ads,Over 12 weeks,10.0,23,Independent,Yes,14.0,103,15,no,14-16,11-15,2.01220657276995,1.53086419753086,593.0,140.0,1550.0,356.0,2.54579911560329,1.64580369843528,34.0,65.63,False
EID180,NID180,2025-03-24T13:41:05.359Z,Metal,2024-03-29T00:00:00Z,574,318,10.0,15.0,160.0,120,3.0,5.0,20665.0,174.0,0.0,0.0,47.0,0.0,0.0,670,9,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,360,52,no,6-10,6-10,1.80503144654088,1.33333333333333,174.0,47.0,400.0,113.0,2.17209690893901,1.34770642201835,5.01,10.49,False
EID181,NID181,2025-03-24T13:45:41.311Z,Metal,2024-05-10T00:00:00Z,433,241,7.0,6.0,110.0,86,4.0,4.0,19112.0,40.0,0.0,0.0,10.0,0.0,0.0,670,8,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,318,46,no,6-10,6-10,1.79668049792531,1.27906976744186,40.0,10.0,393.0,100.0,1.86937431394072,1.2770137524558,5.85,4.96,False
EID182,NID182,2025-03-24T13:48:48.665Z,Rock,2024-06-21T00:00:00Z,682,402,14.0,7.0,168.0,124,4.0,1.0,15978.0,278.0,0.0,0.0,61.0,0.0,0.0,670,11,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,276,40,no,11-13,11-15,1.69651741293532,1.35483870967742,278.0,61.0,404.0,107.0,2.1471790678659,1.38822355289421,6.03,-0.21,False
EID183,NID183,2025-03-24T13:59:51.429Z,Rock,2024-08-02T00:00:00Z,935,623,11.0,13.0,207.0,173,3.0,3.0,14829.0,445.0,0.0,0.0,96.0,0.0,0.0,670,13,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,234,34,no,11-13,11-15,1.5008025682183,1.19653179190751,445.0,96.0,490.0,111.0,1.74568374897232,1.11947245927075,-1.76,1.47,False
EID184,NID184,2025-03-24T14:02:49.380Z,Metal,2024-09-13T00:00:00Z,1274,723,36.0,64.0,308.0,226,7.0,6.0,16808.0,552.0,0.0,0.0,114.0,0.0,0.0,670,15,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,192,28,no,14-16,11-15,1.76210235131397,1.36283185840708,552.0,114.0,722.0,194.0,2.41969579788605,1.40266963292547,20.17,49.69,False
EID185,NID185,2025-03-24T18:12:54.439Z,EDM / Electronic,2025-03-07T00:00:00Z,32860,23939,761.0,807.0,14309.0,10012,200.0,207.0,32860.0,21902.0,148.0,48.0,8114.0,146.0,16.0,73,37,Facebook / Meta Ads,7-8 weeks,2.0,2,Independent,No,7.5,17,3,yes,36-40,31-40,1.37265549939429,1.42918497802637,22098.0,8276.0,10762.0,6033.0,1.55060015294757,1.65475989534982,127.47,234.19,True
EID186,NID186,2025-03-24T18:32:58.377Z,Classical,2024-02-23T00:00:00Z,74044,38441,544.0,946.0,18082.0,12670,145.0,238.0,685535.0,47437.0,5.0,0.0,11111.0,0.0,0.0,6090,43,Facebook / Meta Ads,3-4 weeks,27.0,27,Independent,Yes,3.5,395,57,no,41-45,41-100,1.92617257615567,1.42715074980268,47442.0,11111.0,26602.0,6971.0,13.6619918618892,1.6907276119403,-816.13,-283.75,False
EID187,NID187,2025-03-24T18:37:53.934Z,Classical,2024-06-21T00:00:00Z,23939,14430,120.0,235.0,5620.0,4242,27.0,55.0,138754.0,16194.0,0.0,0.0,3721.0,0.0,0.0,6090,34,Facebook / Meta Ads,3-4 weeks,27.0,27,Independent,Yes,3.5,276,40,no,33-35,31-40,1.65897435897436,1.32484677039133,16194.0,3721.0,7745.0,1899.0,3.92534113060429,1.37639384478145,-344.27,-184.77,False
EID188,NID188,2025-03-24T18:42:00.464Z,Classical,2023-07-14T00:00:00Z,3789,2415,18.0,93.0,1107.0,847,4.0,26.0,50267.0,1494.0,0.0,0.0,388.0,0.0,0.0,6090,22,Facebook / Meta Ads,3-4 weeks,27.0,27,Independent,No,3.5,619,89,no,22-25,21-25,1.56894409937888,1.30696576151122,1494.0,388.0,2295.0,719.0,1.81312670920693,1.31075585471883,-24.83,54.27,False
EID189,NID189,2025-03-24T23:06:46.767Z,Rock,2024-07-12T00:00:00Z,7156,3311,95.0,512.0,1807.0,1213,30.0,137.0,165606.0,642.0,209.0,0.0,162.0,0.0,0.0,1584,27,Other,5-6 weeks,10.0,13,Independent,Yes,5.5,255,37,no,26-29,26-30,2.16128057988523,1.48969497114592,851.0,162.0,6305.0,1645.0,2.37352677149393,1.5114142342215,70.6,489.94,False
EID190,NID190,2025-03-24T23:31:34.702Z,Rock,2025-03-18T00:00:00Z,1382,935,360.0,290.0,1382.0,935,360.0,290.0,1382.0,216.0,0.0,58.0,216.0,0.0,58.0,353,14,Facebook / Meta Ads,11-12 weeks,10.0,10,Independent,No,11.5,6,1,yes,14-16,11-15,1.47807486631016,1.47807486631016,274.0,274.0,1108.0,1108.0,1.52989909718534,1.52989909718534,352.14,282.9,True
EID191,NID191,2025-03-25T08:38:52.088Z,Rock,2021-06-01T00:00:00Z,10,9,0.0,0.0,2.0,1,0.0,0.0,7482.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0,Social Media,Over 12 weeks,4.0,6,Independent,Yes,14.0,1393,200,no,0-5,0-5,1.11111111111111,2.0,0.0,0.0,10.0,2.0,1.11111111111111,2.0,0.0,0.0,False
EID192,NID192,2025-03-25T08:40:43.242Z,Pop,2025-01-24T00:00:00Z,7873,3919,219.0,221.0,2130.0,1470,34.0,31.0,19553.0,3008.0,537.0,38.0,1059.0,112.0,0.0,856,27,Facebook / Meta Ads,11-12 weeks,10.0,11,Independent,Yes,11.5,60,9,no,26-29,26-30,2.00893084970656,1.44897959183673,3583.0,1171.0,4290.0,959.0,3.68922405239135,1.68472972972973,116.28,128.12,False
EID193,NID193,2025-03-25T11:59:13.992Z,Classical,2024-09-13T00:00:00Z,81135,38705,220.0,472.0,17516.0,11298,50.0,96.0,249648.0,43757.0,0.0,0.0,8110.0,0.0,0.0,3220,43,Facebook / Meta Ads,3-4 weeks,10.0,44,Independent,Yes,3.5,193,28,no,41-45,41-100,2.09624079576282,1.5503628960878,43757.0,8110.0,37378.0,9406.0,7.40779022791371,1.85906285158269,-1034.48,-662.23,False
EID194,NID194,2025-03-25T13:05:18.192Z,Hip-Hop,2025-02-22T00:00:00Z,10418,6473,953.0,310.0,1532.0,995,190.0,80.0,12720.0,4234.0,362.0,305.0,310.0,342.0,19.0,4249,26,Facebook / Meta Ads,3-4 weeks,10.0,40,Independent,Yes,3.5,31,5,no,26-29,26-30,1.60945465780936,1.53969849246231,4901.0,671.0,5517.0,861.0,2.04106548279689,1.79807228915663,812.49,182.96,True
EID195,NID195,2025-03-25T23:12:01.703Z,Rock,2025-02-14T00:00:00Z,6623,3725,802.0,463.0,2393.0,1372,291.0,140.0,7215.0,583.0,0.0,1354.0,177.0,0.0,123.0,1312,25,Facebook / Meta Ads,Over 12 weeks,10.0,22,Independent,No,14.0,39,6,no,22-25,21-25,1.77798657718121,1.74416909620991,1937.0,300.0,4686.0,2093.0,2.09664429530201,1.83398490159073,746.47,412.79,False
EID196,NID196,2025-03-26T02:20:12.701Z,R&B,2023-11-16T00:00:00Z,8636,4462,120.0,352.0,1253.0,982,30.0,91.0,631558.0,273.0,399.0,0.0,59.0,8.0,0.0,1052,9,Social Media,Over 12 weeks,2.0,6,Independent,No,14.0,496,71,no,6-10,6-10,1.9354549529359,1.27596741344196,672.0,67.0,7964.0,1186.0,2.01871855867098,1.27463624338624,100.73,334.58,False
EID197,NID197,2025-03-26T04:56:52.332Z,Metal,2025-03-13T00:00:00Z,39455,22982,1969.0,2217.0,19062.0,10541,760.0,758.0,39455.0,4675.0,7531.0,2915.0,1772.0,4411.0,1054.0,6887,39,Social Media,Over 12 weeks,10.0,22,Independent,No,14.0,13,2,yes,36-40,31-40,1.71677834827256,1.80836732757803,15121.0,7237.0,24334.0,11825.0,2.14387757868199,2.37732551845723,1535.49,1825.05,True
EID198,NID198,2025-03-26T09:19:44.990Z,Pop,2025-02-07T00:00:00Z,16978,8443,204.0,163.0,4294.0,2962,55.0,37.0,54950.0,5263.0,10.0,307.0,1450.0,0.0,0.0,879,34,Social Media,Over 12 weeks,7.0,7,Independent,No,14.0,47,7,no,33-35,31-40,2.01089660073434,1.44969615124916,5580.0,1450.0,11398.0,2844.0,2.7460479252766,1.54011497125719,44.03,18.36,False
EID199,NID199,2025-03-26T12:13:53.539Z,Hip-Hop,2024-09-27T00:00:00Z,51651,27787,1299.0,1040.0,12620.0,8548,188.0,190.0,242052.0,29997.0,397.0,0.0,7191.0,169.0,0.0,9028,39,Facebook / Meta Ads,7-8 weeks,30.0,30,Independent,Yes,7.5,180,26,no,36-40,31-40,1.85881887213445,1.47636874122602,30394.0,7360.0,21257.0,5260.0,4.8234626730202,1.82230039441424,427.62,252.15,False
EID200,NID200,2025-03-26T12:14:03.132Z,Pop,2025-03-14T00:00:00Z,21932,7282,2725.0,1604.0,15813.0,5856,1273.0,713.0,21932.0,3195.0,15.0,157.0,157.0,15.0,88.0,668,35,Facebook / Meta Ads,3-4 weeks,9.0,9,Independent,No,3.5,12,2,yes,33-35,31-40,3.01180994232354,2.70030737704918,3367.0,260.0,18565.0,15553.0,3.95673486786019,2.74982319660538,2628.47,1516.72,True
EID201,NID201,2025-03-26T22:43:27.253Z,Rock,2024-03-26T00:00:00Z,11888,7362,775.0,684.0,2281.0,1563,143.0,110.0,177977.0,196.0,2174.0,0.0,66.0,548.0,0.0,13416,27,3rd Party Playlisting,11-12 weeks,10.0,50,Independent,No,11.5,365,53,no,26-29,26-30,1.6147785927737,1.4593730006398,2370.0,614.0,9518.0,1667.0,1.71838457906286,1.52838705127301,707.05,622.57,False
EID202,NID202,2025-03-26T22:49:31.981Z,EDM / Electronic,2025-02-14T00:00:00Z,2425,1506,444.0,126.0,762.0,591,201.0,53.0,3325.0,276.0,0.0,72.0,25.0,0.0,12.0,2377,18,Facebook / Meta Ads,5-6 weeks,10.0,61,Independent,No,5.5,40,6,no,17-19,16-20,1.61022576361222,1.28934010152284,348.0,37.0,2077.0,725.0,1.67728910423655,1.28880076575961,434.02,116.98,False
EID203,NID203,2025-03-26T22:55:50.925Z,Rock,2025-02-05T00:00:00Z,78545,51124,1569.0,1290.0,20413.0,15663,364.0,338.0,109460.0,4277.0,0.0,88.0,756.0,0.0,0.0,13416,43,3rd Party Playlisting,11-12 weeks,10.0,50,Independent,No,11.5,49,8,no,41-45,41-100,1.53636256943901,1.30326246568346,4365.0,756.0,74180.0,19657.0,1.55297747688264,1.30338826577714,1443.86,1176.85,False
EID204,NID204,2025-03-27T03:31:41.398Z,Metal,2024-12-12T00:00:00Z,13955,6281,472.0,529.0,3403.0,1848,80.0,106.0,72536.0,3578.0,562.0,0.0,913.0,90.0,0.0,6896,30,Social Media,Over 12 weeks,10.0,22,Independent,No,14.0,105,16,no,30-32,26-30,2.22177997134214,1.84145021645022,4140.0,1003.0,9815.0,2400.0,3.16982585148933,2.22952694011719,353.31,421.69,False
EID205,NID205,2025-03-27T03:37:31.446Z,Metal,2024-04-26T00:00:00Z,34177,11038,1227.0,974.0,7704.0,4025,188.0,174.0,194518.0,4173.0,846.0,0.0,956.0,215.0,0.0,6896,38,Social Media,Over 12 weeks,10.0,22,Independent,No,14.0,335,48,no,36-40,31-40,3.09630367820257,1.91403726708075,5019.0,1171.0,29158.0,6533.0,4.06256966475178,2.09107472608642,1083.11,843.9,False
EID206,NID206,2025-03-28T06:12:35.260Z,Rock,2023-12-31T00:00:00Z,722,432,12.0,32.0,189.0,131,5.0,13.0,38377.0,203.0,0.0,0.0,54.0,0.0,0.0,2242,10,Facebook / Meta Ads,Over 12 weeks,6.0,24,Independent,No,14.0,453,65,no,6-10,6-10,1.6712962962963,1.44274809160305,203.0,54.0,519.0,135.0,1.88148354712772,1.50902837489252,6.18,26.74,False
EID207,NID207,2025-03-28T09:42:10.181Z,EDM / Electronic,2025-02-14T00:00:00Z,4580,1523,298.0,218.0,861.0,471,44.0,45.0,8935.0,358.0,0.0,26.0,27.0,0.0,0.0,526,23,Facebook / Meta Ads,7-8 weeks,10.0,16,Independent,No,7.5,42,7,no,22-25,21-25,3.00722258699934,1.82802547770701,384.0,27.0,4196.0,834.0,3.41800864715834,1.85238339313173,286.99,208.05,False
EID208,NID208,2025-03-28T09:44:47.281Z,EDM / Electronic,2024-07-26T00:00:00Z,958,497,13.0,22.0,222.0,158,4.0,5.0,19555.0,46.0,0.0,0.0,3.0,0.0,0.0,526,14,Facebook / Meta Ads,7-8 weeks,10.0,16,Independent,No,7.5,245,36,no,14-16,11-15,1.92756539235412,1.40506329113924,46.0,3.0,912.0,219.0,1.97567072154641,1.40662055335968,11.68,20.81,False
EID209,NID209,2025-03-28T09:47:53.104Z,EDM / Electronic,2024-12-27T00:00:00Z,1465,780,26.0,62.0,331.0,234,6.0,10.0,8841.0,34.0,0.0,0.0,7.0,0.0,0.0,526,17,Facebook / Meta Ads,7-8 weeks,10.0,16,Independent,No,7.5,91,14,no,17-19,16-20,1.87820512820513,1.41452991452991,34.0,7.0,1431.0,324.0,1.89826530612245,1.41722745625841,25.03,61.12,False
EID210,NID210,2025-03-28T11:12:08.460Z,Rock,2025-01-31T00:00:00Z,341,247,4.0,8.0,61.0,54,2.0,2.0,1046.0,55.0,0.0,0.0,8.0,0.0,0.0,2220,8,Facebook / Meta Ads,9-10 weeks,5.0,17,Independent,No,9.5,56,9,no,6-10,6-10,1.38056680161943,1.12962962962963,55.0,8.0,286.0,53.0,1.39721909056746,1.10771704180064,2.42,6.57,False
EID211,NID211,2025-03-28T11:15:52.746Z,Rock,2023-03-03T00:00:00Z,532,319,10.0,17.0,131.0,83,3.0,1.0,18408.0,50.0,0.0,0.0,10.0,0.0,0.0,2220,9,Facebook / Meta Ads,9-10 weeks,5.0,17,Independent,No,9.5,756,109,no,6-10,6-10,1.66771159874608,1.57831325301205,50.0,10.0,482.0,121.0,1.7181244858788,1.60674157303371,8.57,15.7,False
EID212,NID212,2025-03-28T11:19:29.110Z,Rock,2023-10-02T00:00:00Z,310,213,6.0,13.0,55.0,47,3.0,3.0,16032.0,7.0,0.0,0.0,0.0,0.0,0.0,2220,7,Facebook / Meta Ads,9-10 weeks,5.0,17,Independent,No,9.5,543,78,no,6-10,6-10,1.45539906103286,1.17021276595745,7.0,0.0,303.0,55.0,1.45942941830308,1.17021276595745,5.8,12.82,False
EID213,NID213,2025-03-28T11:23:26.347Z,Rock,2024-10-18T00:00:00Z,88,61,1.0,6.0,24.0,16,0.0,1.0,1981.0,4.0,0.0,0.0,0.0,0.0,0.0,2220,3,Facebook / Meta Ads,9-10 weeks,5.0,17,Independent,No,9.5,161,24,no,0-5,0-5,1.44262295081967,1.5,4.0,0.0,84.0,24.0,1.45019920318725,1.5,0.89,5.9,False
EID214,NID214,2025-03-28T11:26:16.463Z,Rock,2023-11-17T00:00:00Z,84,64,4.0,7.0,18.0,17,2.0,2.0,3938.0,4.0,0.0,0.0,0.0,0.0,0.0,2220,3,Facebook / Meta Ads,9-10 weeks,5.0,17,Independent,No,9.5,497,72,no,0-5,0-5,1.3125,1.05882352941176,4.0,0.0,80.0,18.0,1.31313131313131,1.05882352941176,3.89,6.9,False
EID215,NID000,2025-03-28T11:30:33.037Z,EDM / Electronic,2025-02-21T00:00:00Z,3532,1974,201.0,190.0,595.0,413,21.0,31.0,4810.0,626.0,0.0,59.0,56.0,0.0,11.0,68,20,Facebook / Meta Ads,5-6 weeks,1.0,1,Independent,No,5.5,35,6,no,20-21,16-20,1.78926038500507,1.44067796610169,685.0,67.0,2847.0,528.0,1.96741441633,1.46073632687806,181.36,172.24,False
EID216,NID005,2025-03-28T19:14:45.695Z,Rock,2019-01-05T00:00:00Z,20153,11538,162.0,657.0,5048.0,3781,30.0,143.0,4543101.0,3109.0,343.0,0.0,715.0,94.0,0.0,8993,21,Other,Over 12 weeks,10.0,28,Independent,Yes,14.0,2274,325,no,20-21,21-25,1.74666319986133,1.33509653530812,3452.0,809.0,16701.0,4239.0,1.88018947988292,1.34201105618196,63.03,567.52,False
EID217,NID006,2025-03-28T19:19:32.585Z,Rock,2024-03-22T00:00:00Z,3214,1627,25.0,98.0,777.0,525,6.0,29.0,159113.0,118.0,0.0,0.0,24.0,0.0,0.0,8993,22,Facebook / Meta Ads,Over 12 weeks,10.0,28,Independent,No,14.0,371,54,no,22-25,21-25,1.97541487400123,1.48,118.0,24.0,3096.0,753.0,2.01532221721496,1.48656036446469,21.62,94.94,False
EID218,NID031,2025-03-28T19:34:22.063Z,Metal,2008-01-01T00:00:00Z,563,231,94.0,62.0,195.0,102,15.0,15.0,3116.0,13.0,0.0,0.0,9.0,0.0,0.0,632,9,Facebook / Meta Ads,3-4 weeks,10.0,125,Independent,No,3.5,6296,900,no,6-10,6-10,2.43722943722944,1.91176470588235,13.0,9.0,550.0,186.0,2.48868778280543,1.95631067961165,93.63,61.66,False
EID219,NID029,2025-03-28T19:39:19.657Z,Rock,2025-02-07T00:00:00Z,1109,880,35.0,67.0,128.0,118,6.0,13.0,2243.0,138.0,0.0,501.0,27.0,0.0,0.0,632,14,No promotion,3-4 weeks,10.0,125,Independent,No,3.5,49,8,no,14-16,11-15,1.26022727272727,1.08474576271186,639.0,27.0,470.0,101.0,1.20990099009901,1.03876582278481,16.68,50.44,False
EID220,NID032,2025-03-28T20:55:57.467Z,Metal,2024-07-05T00:00:00Z,690,398,36.0,33.0,161.0,108,4.0,7.0,7962.0,87.0,0.0,0.0,24.0,0.0,0.0,632,11,No promotion,3-4 weeks,10.0,125,Independent,No,3.5,266,39,no,11-13,11-15,1.73366834170854,1.49074074074074,87.0,24.0,603.0,137.0,1.82132899628253,1.53006872852234,33.51,30.74,False
EID221,NID215,2025-03-29T00:55:20.004Z,Hip-Hop,2022-06-03T00:00:00Z,89,63,6.0,7.0,18.0,13,4.0,4.0,1299.0,92.0,0.0,0.0,13.0,0.0,0.0,1336,0,Social Media,5-6 weeks,1.0,130,Independent,No,5.5,1030,148,no,0-5,0-5,1.41269841269841,1.38461538461538,92.0,13.0,-3.0,5.0,1.0,1.66666666666667,3.36,4.62,False
EID222,NID216,2025-03-29T00:58:28.925Z,Hip-Hop,2024-06-07T00:00:00Z,53,14,3.0,2.0,27.0,5,1.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,1336,0,Social Media,5-6 weeks,1.0,130,Independent,No,5.5,295,43,no,0-5,0-5,3.78571428571429,5.4,0.0,0.0,53.0,27.0,3.78571428571429,5.4,3.0,2.0,False
EID223,NID217,2025-03-29T10:09:46.518Z,Rock,2024-12-27T00:00:00Z,5160,4050,170.0,261.0,2018.0,1789,58.0,84.0,20192.0,3565.0,0.0,0.0,1596.0,0.0,0.0,2240,26,Social Media,Over 12 weeks,10.0,56,Independent,No,14.0,92,14,no,26-29,26-30,1.27407407407407,1.12800447177194,3565.0,1596.0,1595.0,422.0,1.21970588235294,1.0,67.79,168.59,False
EID224,NID218,2025-03-29T10:13:50.179Z,Rock,2021-01-29T00:00:00Z,10998,7619,307.0,247.0,2256.0,1869,65.0,45.0,160723.0,7603.0,195.0,0.0,1519.0,35.0,0.0,2247,30,Social Media,Over 12 weeks,10.0,56,Independent,No,14.0,1520,218,no,30-32,26-30,1.44349652185326,1.20706260032103,7798.0,1554.0,3200.0,702.0,1.97465229980538,1.04213771839671,83.44,44.87,False
EID225,NID087,2025-03-29T16:11:54.098Z,EDM / Electronic,2025-03-07T00:00:00Z,4258,2327,650.0,489.0,1325.0,762,178.0,152.0,4258.0,1344.0,0.0,18.0,155.0,0.0,0.0,527,22,Facebook / Meta Ads,Over 12 weeks,5.0,6,Independent,No,14.0,22,4,yes,22-25,21-25,1.82982380747744,1.73884514435696,1362.0,155.0,2896.0,1170.0,2.26372437015213,1.82024892292963,610.95,453.7,True
